id,dayID,subjectID,attr_starttime,attr_endtime,label_activity,label_subactivity
24,1,7,19.03.15 07:04:39,19.03.15 07:11:57,Eating/Drinking,Breakfast
25,1,7,19.03.15 07:12:09,19.03.15 07:19:25,PersonalGrooming,
26,1,7,19.03.15 07:19:40,19.03.15 08:28:59,Movement,Somethingelse
27,1,7,19.03.15 07:30:19,19.03.15 08:15:36,Transportation,Car
29,1,7,19.03.15 08:28:49,19.03.15 09:58:10,DeskWork,
30,1,7,19.03.15 10:00:07,19.03.15 10:08:25,Movement,Somethingelse
31,1,7,19.03.15 10:08:39,19.03.15 10:41:03,DeskWork,
32,1,7,19.03.15 10:48:19,19.03.15 10:56:23,Movement,Somethingelse
33,1,7,19.03.15 10:56:41,19.03.15 11:47:31,DeskWork,
34,1,7,19.03.15 12:00:55,19.03.15 12:22:55,Eating/Drinking,Lunch
35,1,7,19.03.15 13:05:38,19.03.15 16:06:51,DeskWork,
36,1,7,19.03.15 16:07:07,19.03.15 16:16:25,Movement,Somethingelse
37,1,7,19.03.15 16:17:10,19.03.15 17:31:47,Transportation,Car
38,1,7,19.03.15 17:31:50,19.03.15 18:49:35,Movement,Somethingelse
39,1,7,19.03.15 17:49:43,19.03.15 18:49:30,Sport,Bicycling
41,1,7,19.03.15 18:52:17,19.03.15 19:02:15,Relaxing,Somethingelse
42,1,7,19.03.15 19:02:26,19.03.15 19:16:38,PersonalGrooming,
43,1,7,19.03.15 19:23:48,19.03.15 19:36:52,Eating/Drinking,Dinner
44,1,7,19.03.15 19:38:39,19.03.15 20:21:38,Relaxing,Somethingelse
45,1,7,19.03.15 20:22:17,19.03.15 22:37:16,Relaxing,WatchingTV
46,2,7,20.03.15 06:40:56,20.03.15 06:42:53,Movement,Somethingelse
47,2,7,20.03.15 06:43:02,20.03.15 06:47:03,Mealpreparation,
48,2,7,20.03.15 06:47:11,20.03.15 07:07:30,Eating/Drinking,Breakfast
49,2,7,20.03.15 07:17:18,20.03.15 08:29:57,Movement,GotoWork
50,2,7,20.03.15 08:30:10,20.03.15 10:46:11,DeskWork,
52,2,7,20.03.15 11:25:36,20.03.15 12:23:53,DeskWork,
53,2,7,20.03.15 12:41:16,20.03.15 13:04:34,Eating/Drinking,Lunch
54,2,7,20.03.15 13:16:40,20.03.15 18:22:29,DeskWork,
55,2,7,20.03.15 18:22:18,20.03.15 19:27:28,Movement,GoHome
