id,dayID,subjectID,attr_starttime,attr_endtime,label_activity,label_subactivity
1,1,2,16.03.15 07:26:59,16.03.15 07:35:41,Movement,Somethingelse
2,1,2,16.03.15 07:35:50,16.03.15 08:24:22,Transportation,Train
3,1,2,16.03.15 08:24:29,16.03.15 08:26:12,Movement,Somethingelse
4,1,2,16.03.15 08:26:18,16.03.15 08:30:11,Transportation,Train
5,1,2,16.03.15 08:30:19,16.03.15 08:44:36,Movement,Somethingelse
6,1,2,16.03.15 08:44:41,16.03.15 16:59:35,DeskWork,
7,1,2,16.03.15 09:52:57,16.03.15 09:58:17,PersonalGrooming,
8,1,2,16.03.15 11:22:26,16.03.15 11:28:01,PersonalGrooming,
9,1,2,16.03.15 12:07:57,16.03.15 12:12:59,PersonalGrooming,
10,1,2,16.03.15 13:10:25,16.03.15 13:14:17,PersonalGrooming,
11,1,2,16.03.15 13:40:54,16.03.15 13:41:55,PersonalGrooming,
12,1,2,16.03.15 13:42:20,16.03.15 15:12:48,Socializing,Somethingelse
13,1,2,16.03.15 15:24:15,16.03.15 15:25:01,PersonalGrooming,
14,1,2,16.03.15 15:29:47,16.03.15 16:58:44,Socializing,Somethingelse
15,2,2,17.03.15 07:21:58,17.03.15 07:22:40,Relaxing,Somethingelse
16,2,2,17.03.15 07:22:45,17.03.15 09:05:21,Movement,Somethingelse
17,2,2,17.03.15 07:36:15,17.03.15 08:21:29,Transportation,Train
18,2,2,17.03.15 07:39:05,17.03.15 08:21:26,Sleeping,
19,2,2,17.03.15 08:27:15,17.03.15 08:31:10,Transportation,Train
20,2,2,17.03.15 08:42:40,17.03.15 16:47:33,DeskWork,
21,2,2,17.03.15 09:29:15,17.03.15 09:37:08,Eating/Drinking,CoffeeBreak
22,2,2,17.03.15 09:56:38,17.03.15 10:00:44,Eating/Drinking,CoffeeBreak
23,2,2,17.03.15 10:06:37,17.03.15 10:13:21,PersonalGrooming,
24,2,2,17.03.15 10:18:06,17.03.15 11:28:07,Socializing,Somethingelse
25,2,2,17.03.15 13:50:53,17.03.15 13:52:16,PersonalGrooming,
26,2,2,17.03.15 16:03:13,17.03.15 16:05:39,PersonalGrooming,
27,2,2,17.03.15 16:10:26,17.03.15 16:15:10,Housework,Cleaning
28,2,2,17.03.15 16:17:08,17.03.15 16:18:42,Eating/Drinking,CoffeeBreak
29,2,2,17.03.15 16:47:39,17.03.15 18:03:19,Movement,Somethingelse
30,2,2,17.03.15 17:07:06,17.03.15 17:53:34,Transportation,Train
31,3,2,18.03.15 07:32:09,18.03.15 08:52:42,Movement,GotoWork
32,3,2,18.03.15 07:36:13,18.03.15 08:21:50,Transportation,Train
33,3,2,18.03.15 07:36:49,18.03.15 08:21:10,Sleeping,
34,3,2,18.03.15 08:23:53,18.03.15 08:28:52,Shopping,
35,3,2,18.03.15 08:36:00,18.03.15 08:40:02,Transportation,Tram
36,3,2,18.03.15 08:52:34,18.03.15 09:17:29,Eating/Drinking,Breakfast
37,3,2,18.03.15 08:52:47,18.03.15 10:01:46,DeskWork,
38,3,2,18.03.15 09:56:11,18.03.15 10:01:54,Eating/Drinking,CoffeeBreak
39,3,2,18.03.15 10:01:50,18.03.15 17:50:29,DeskWork,
40,3,2,18.03.15 10:27:35,18.03.15 10:40:23,Eating/Drinking,CoffeeBreak
41,3,2,18.03.15 12:29:44,18.03.15 12:35:48,PersonalGrooming,
42,3,2,18.03.15 14:23:50,18.03.15 14:27:47,PersonalGrooming,
43,3,2,18.03.15 17:50:03,18.03.15 19:02:48,Movement,GoHome
44,3,2,18.03.15 18:06:13,18.03.15 18:54:47,Transportation,Train
45,4,2,19.03.15 08:20:45,19.03.15 09:50:30,Movement,GotoWork
46,4,2,19.03.15 08:38:31,19.03.15 09:29:56,Transportation,Train
47,4,2,19.03.15 09:36:46,19.03.15 09:42:25,Transportation,Tram
48,4,2,19.03.15 09:50:33,19.03.15 17:20:09,DeskWork,
49,4,2,19.03.15 11:03:08,19.03.15 12:26:47,Socializing,Somethingelse
50,4,2,19.03.15 16:01:18,19.03.15 16:07:01,PersonalGrooming,
51,4,2,19.03.15 17:19:28,19.03.15 18:44:07,Movement,GoHome
52,4,2,19.03.15 17:29:05,19.03.15 17:33:40,Transportation,Tram
53,4,2,19.03.15 17:48:01,19.03.15 18:34:36,Transportation,Train
54,5,2,20.03.15 07:49:22,20.03.15 09:08:43,Movement,GotoWork
55,5,2,20.03.15 08:06:31,20.03.15 08:56:05,Transportation,Train
56,5,2,20.03.15 09:00:42,20.03.15 09:05:07,Transportation,Bus
57,5,2,20.03.15 09:08:48,20.03.15 15:51:02,DeskWork,
58,5,2,20.03.15 09:13:23,20.03.15 09:48:44,Socializing,Somethingelse
59,5,2,20.03.15 12:28:35,20.03.15 12:34:13,PersonalGrooming,
60,5,2,20.03.15 12:51:10,20.03.15 13:34:47,Eating/Drinking,Lunch
61,5,2,20.03.15 15:51:10,20.03.15 17:08:41,Movement,GoHome
62,5,2,20.03.15 15:59:27,20.03.15 16:03:03,Transportation,Tram
63,5,2,20.03.15 16:10:52,20.03.15 16:54:13,Transportation,Train
64,5,2,20.03.15 17:04:34,20.03.15 17:07:51,PersonalGrooming,
65,5,2,20.03.15 17:19:51,20.03.15 17:53:22,Sport,Bicycling
66,5,2,20.03.15 17:19:55,20.03.15 17:53:18,Transportation,Bicycle
67,6,2,23.03.15 07:26:17,23.03.15 08:35:29,Movement,GotoWork
68,6,2,23.03.15 07:36:04,23.03.15 08:22:14,Transportation,Train
69,6,2,23.03.15 07:47:24,23.03.15 08:21:31,Sleeping,
70,6,2,23.03.15 08:21:27,23.03.15 08:21:29,TakeMedication,
71,6,2,23.03.15 08:24:38,23.03.15 08:29:02,Transportation,Bus
72,6,2,23.03.15 08:35:44,23.03.15 16:52:15,DeskWork,
73,6,2,23.03.15 09:23:30,23.03.15 09:31:48,PersonalGrooming,
74,6,2,23.03.15 12:14:43,23.03.15 12:16:17,PersonalGrooming,
75,6,2,23.03.15 12:54:18,23.03.15 12:56:30,PersonalGrooming,
76,6,2,23.03.15 13:25:53,23.03.15 13:27:09,PersonalGrooming,
77,6,2,23.03.15 13:38:30,23.03.15 14:42:51,Socializing,Somethingelse
78,6,2,23.03.15 15:13:22,23.03.15 15:15:37,PersonalGrooming,
79,6,2,23.03.15 15:17:45,23.03.15 16:32:01,Socializing,Somethingelse
80,6,2,23.03.15 16:52:23,23.03.15 18:32:53,Movement,GoHome
