id,dayID,subjectID,attr_starttime,attr_endtime,label_activity,label_subactivity
1,1,3,10.03.15 11:10:35,10.03.15 11:27:40,DeskWork,
2,1,3,10.03.15 12:34:54,10.03.15 18:11:34,DeskWork,
3,1,3,10.03.15 13:48:20,10.03.15 14:23:14,Eating/Drinking,CoffeeBreak
4,1,3,10.03.15 18:10:52,10.03.15 19:34:25,Movement,Somethingelse
5,1,3,10.03.15 18:30:51,10.03.15 20:22:51,Eating/Drinking,Snack
6,1,3,10.03.15 20:21:45,10.03.15 20:22:27,Movement,Somethingelse
7,1,3,10.03.15 20:22:16,10.03.15 20:22:50,Eating/Drinking,Somethingelse
8,1,3,10.03.15 20:42:29,10.03.15 23:13:22,DeskWork,
9,1,3,10.03.15 23:13:28,11.03.15 07:15:33,Sleeping,
10,2,3,11.03.15 07:15:45,11.03.15 07:34:29,PersonalGrooming,
11,2,3,11.03.15 07:34:28,11.03.15 07:46:17,Eating/Drinking,Breakfast
12,2,3,11.03.15 07:45:51,11.03.15 07:50:51,PersonalGrooming,
13,2,3,11.03.15 07:51:25,11.03.15 08:10:00,Movement,Somethingelse
14,2,3,11.03.15 08:09:41,11.03.15 12:12:48,DeskWork,
15,2,3,11.03.15 12:12:56,11.03.15 12:25:37,Movement,Somethingelse
16,2,3,11.03.15 12:25:46,11.03.15 13:20:43,Socializing,Somethingelse
17,2,3,11.03.15 13:20:23,11.03.15 13:36:13,Movement,GoforaWalk
18,2,3,11.03.15 13:35:52,11.03.15 15:05:07,DeskWork,
19,2,3,11.03.15 15:45:30,11.03.15 16:20:50,Shopping,
20,2,3,11.03.15 16:21:08,11.03.15 16:30:36,Movement,GoforaWalk
21,2,3,11.03.15 16:30:41,11.03.15 17:27:10,DeskWork,
22,3,3,14.03.15 11:24:26,14.03.15 11:34:49,Housework,Somethingelse
23,3,3,14.03.15 11:35:03,14.03.15 11:38:52,PersonalGrooming,
24,3,3,14.03.15 11:36:20,14.03.15 11:38:49,Housework,Somethingelse
25,3,3,14.03.15 11:38:58,14.03.15 11:40:39,Movement,Somethingelse
26,3,3,14.03.15 11:40:19,14.03.15 11:42:47,Shopping,
27,3,3,14.03.15 11:42:52,14.03.15 11:48:44,Movement,Somethingelse
28,3,3,14.03.15 11:49:12,14.03.15 11:51:12,Socializing,Somethingelse
29,3,3,14.03.15 11:51:31,14.03.15 12:00:00,Eating/Drinking,Breakfast
