20140201	c
20140201	a
20140201	a
20140201	a
20140202	b
20140202	d
20140202	d
20140202	a
20140202	c
20140202	c
20140203	c
20140203	d
20140203	d
20140203	d
20140203	a
20140203	a
20140203	a
20140203	d
20140204	a
20140204	a
20140204	a
20140204	d
20140204	c
20140204	a
20140204	a
20140205	d
20140205	d
20140205	c
20140205	a
20140205	d
20140205	b
20140205	e
20140205	e
20140205	c
20140205	a
20140205	d
20140206	a
20140206	a
20140206	b
20140206	a
20140206	d
20140206	c
20140206	e
20140206	a
20140206	c
20140206	d
20140206	d
20140206	a
20140206	c
20140206	a
20140206	c
20140206	e
20140207	c
20140207	c
20140207	a
20140207	b
20140207	c
20140207	c
20140207	d
20140207	c
20140207	d
20140207	e
20140207	a
20140207	d
20140207	c
20140207	a
20140207	a
20140207	b
20140207	d
20140207	c
20140207	d
20140207	f
20140207	a
20140207	f
20140207	a
20140207	c
20140207	d
20140207	d
20140207	a
20140207	a
20140208	a
20140208	a
20140208	c
20140208	a
20140208	a
20140208	a
20140208	c
20140208	a
20140208	c
20140208	a
20140208	d
20140208	a
20140208	a
20140208	c
20140208	a
20140208	d
20140208	c
20140208	a
20140208	d
20140208	a
20140208	b
20140208	d
20140208	d
20140208	a
20140208	a
20140208	c
20140209	e
20140209	c
20140209	c
20140209	a
20140209	a
20140209	c
20140209	a
20140209	a
20140209	d
20140209	a
20140209	d
20140209	d
20140209	a
20140209	a
20140209	a
20140209	a
20140209	a
20140209	e
20140209	b
20140209	a
20140209	a
20140209	e
20140209	f
20140209	f
20140209	d
20140209	d
20140209	a
20140210	a
20140210	a
20140210	b
20140210	c
20140210	a
20140210	d
20140210	b
20140210	e
20140210	d
20140210	a
20140210	a
20140210	a
20140210	a
20140210	d
20140210	d
20140210	c
20140210	e
20140210	a
20140210	e
20140210	d
20140210	d
20140210	d
20140210	e
20140210	d
20140210	f
20140210	c
20140210	f
20140210	e
20140211	d
20140211	a
20140211	a
20140211	c
20140211	a
20140211	e
20140211	c
20140211	d
20140211	d
20140211	f
20140211	e
20140211	e
20140211	a
20140211	d
20140211	c
20140211	a
20140211	c
20140211	a
20140211	c
20140211	c
20140211	a
20140211	a
20140211	a
20140211	a
20140211	a
20140211	a
20140212	a
20140212	d
20140212	c
20140212	f
20140212	c
20140212	b
20140212	c
20140212	a
20140212	a
20140212	c
20140212	c
20140212	d
20140212	b
20140212	a
20140212	c
20140212	d
20140212	c
20140212	d
20140212	d
20140212	a
20140212	e
20140212	c
20140212	b
20140212	d
20140212	c
20140212	d
20140212	c
20140212	a
20140212	d
20140212	a
20140212	d
20140213	a
20140213	a
20140213	c
20140213	d
20140213	a
20140213	d
20140213	c
20140213	a
20140213	c
20140213	d
20140213	a
20140213	c
20140213	a
20140213	c
20140213	c
20140213	a
20140213	c
20140213	f
20140213	a
20140213	d
20140213	d
20140213	b
20140213	b
20140213	a
20140213	a
20140213	c
20140213	b
20140214	d
20140214	c
20140214	c
20140214	c
20140214	e
20140214	c
20140214	d
20140214	c
20140214	e
20140214	d
20140214	b
20140214	c
20140214	d
20140214	d
20140214	a
20140214	c
20140214	a
20140214	e
20140214	c
20140214	c
20140214	a
20140214	a
20140215	c
20140215	c
20140215	c
20140215	e
20140215	b
20140215	a
20140215	d
20140215	b
20140215	d
20140215	d
20140215	d
20140215	c
20140215	c
20140215	c
20140215	d
20140215	d
20140215	c
20140215	a
20140215	a
20140215	c
20140215	a
20140215	a
20140215	d
20140215	d
20140215	a
20140216	e
20140216	a
20140216	d
20140216	d
20140216	a
20140216	a
20140216	a
20140216	d
20140216	a
20140216	d
20140216	c
20140216	d
20140216	d
20140216	a
20140216	d
20140216	a
20140216	a
20140216	c
20140216	a
20140216	a
20140216	d
20140216	a
20140216	a
20140216	c
20140216	e
20140216	b
20140216	f
20140216	c
20140217	d
20140217	c
20140217	c
20140217	c
20140217	a
20140217	e
20140217	b
20140217	c
20140217	d
20140217	d
20140217	c
20140217	f
20140217	d
20140217	a
20140217	d
20140217	a
20140217	f
20140217	c
20140217	c
20140217	f
20140217	c
20140217	a
20140217	a
20140217	a
20140217	a
20140217	a
20140217	f
20140217	d
20140217	a
20140217	c
20140217	a
20140217	a
20140218	a
20140218	d
20140218	b
20140218	c
20140218	a
20140218	c
20140218	c
20140218	c
20140218	a
20140218	b
20140218	d
20140218	b
20140218	a
20140218	f
20140218	f
20140218	f
20140218	e
20140218	c
20140218	a
20140218	c
20140218	b
20140218	d
20140218	d
20140218	b
20140218	c
20140218	b
20140218	a
20140218	e
20140218	a
20140218	a
20140218	b
20140218	c
20140219	a
20140219	c
20140219	a
20140219	b
20140219	d
20140219	c
20140219	d
20140219	a
20140219	a
20140219	a
20140219	a
20140219	b
20140219	c
20140219	a
20140219	e
20140219	a
20140219	a
20140219	d
20140219	a
20140219	d
20140219	c
20140219	d
20140219	e
20140219	a
20140219	c
20140219	a
20140219	a
20140219	d
20140219	c
20140219	d
20140219	a
20140219	c
20140220	c
20140220	d
20140220	c
20140220	f
20140220	a
20140220	d
20140220	a
20140220	b
20140220	c
20140220	d
20140220	c
20140220	c
20140220	c
20140220	d
20140220	a
20140220	d
20140220	b
20140220	a
20140220	a
20140220	f
20140220	d
20140220	c
20140220	d
20140220	c
20140220	a
20140220	d
20140220	e
20140220	b
20140220	b
20140220	b
20140220	a
20140221	a
20140221	d
20140221	c
20140221	a
20140221	d
20140221	a
20140221	d
20140221	f
20140221	a
20140221	f
20140221	a
20140221	a
20140221	a
20140221	a
20140221	c
20140221	b
20140221	c
20140221	f
20140221	d
20140221	d
20140221	a
20140221	a
20140221	d
20140221	d
20140221	f
20140221	d
20140221	a
20140221	a
20140221	b
20140221	a
20140222	c
20140222	d
20140222	b
20140222	c
20140222	d
20140222	c
20140222	f
20140222	b
20140222	c
20140222	b
20140222	b
20140222	a
20140222	b
20140222	a
20140222	a
20140222	d
20140222	a
20140222	c
20140222	d
20140222	c
20140222	a
20140222	a
20140222	d
20140222	c
20140222	c
20140223	b
20140223	f
20140223	c
20140223	f
20140223	a
20140223	c
20140223	d
20140223	d
20140223	d
20140223	b
20140223	e
20140223	a
20140223	d
20140223	a
20140223	b
20140223	c
20140223	c
20140223	a
20140223	a
20140223	a
20140223	a
20140223	a
20140223	c
20140223	a
20140223	b
20140223	a
20140223	a
20140223	e
20140223	c
20140224	d
20140224	a
20140224	c
20140224	d
20140224	e
20140224	a
20140224	d
